亜,ア アシア,つぐ,Asia; rank next; come after; -ous
揺,ヨウ,ゆれる ゆる ゆらぐ ゆるぐ ゆする ゆさぶる ゆすぶる うごく,swing; shake; sway; rock; tremble; vibrate
擁,ヨウ,,hug; embrace; possess; protect; lead
窯,ヨウ,かま,kiln; oven; furnace
羊,ヨウ,ひつじ,sheep
蓉,ヨウ,,lotus
謡,ヨウ,うたい うたう,noh chanting
遥,ヨウ,はるか,far off; distant; long ago
養,ヨウ リョウ,やしなう,foster; bring up; rear; develop; nurture
抑,ヨク,おさえる,repress; well; now; in the first place; push; shove; press; seal; do in spite of
翼,ヨク,つばさ,wing; plane; flank
羅,ラ,,gauze; thin silk; Rome
裸,ラ,はだか,naked; nude; uncovered; partially clothed
雷,ライ,かみなり,thunder; lightening bolt
酪,ラク,,dairy products; whey; broth; fruit juice
嵐,ラン,あらし,storm; tempest
欄,ラン,てすり,column; handrail; blank; space
濫,ラン,みだりに みだりがましい,excessive; overflow; spread out
藍,ラン,あい,indigo
蘭,ラン ラ,,orchid; Holland
覧,ラン,みる,perusal; see
吏,リ,,officer; an official
履,リ,はく,footgear; shoes; boots; put on (the feet
李,リ,すもも,plum
梨,リ,なし,pear tree
璃,リ,,glassy; lapis lazuli
痢,リ,,diarrhea
里,リ,さと,ri; village; parents home; league
離,リ,はなれる はなす,detach; separation; disjoin; digress
率,ソツ リツ シュツ,ひきいる,ratio; rate; proportion; %; coefficient; factor
硫,リュウ,,sulphur
隆,リュウ,,hump; high; noble; prosperity
竜,リュウ リョウ ロウ,たつ いせ,dragon; imperial
慮,リョ,おもんぱくる おもんぱかる,prudence; thought; concern; consider; deliberate; fear
虜,リョ ロ,とりこ とりく,captive; barbarian; low epithet for the enemy
亮,リョウ,あきらか,clear; help
僚,リョウ,,colleague; official; companion
寮,リョウ,,dormitory; hostel; villa; tea pavillion
猟,リョウ レフ,かり かる,game-hunting; shooting; game; bag
糧,リョウ ロウ,かて,provisions; food; bread
諒,リョウ,あきらか まことに,fact; reality; understand; appreciate
遼,リョウ,,distant
陵,リョウ,みささぎ,mausoleum; imperial tomb
倫,リン,,ethics; companion
厘,リン,,rin; 1/10sen; 1/10bu
臨,リン,のぞむ,look to; face; meet; confront; attend; call on
隣,リン,となる となり,neighboring
瑠,ル リュウ,,lapis lazuli
塁,ルイ ライ スイ,とりで,bases; fort; rampart; walls; base(ball)
累,ルイ,,accumulate; involvement; trouble; tie up; continually
伶,レイ リョウ,わざおぎ,actor
励,レイ,はげむ はげます,encourage; be diligent; inspire
嶺,レイ リョウ,,peak; summit
怜,レイ レン リョウ,あわれむ さとい,wise
玲,レイ,,sound of jewels
鈴,レイ リン,すず,small bell; buzzer
隷,レイ,したがう しもべ,slave; servant; prisoner; criminal; follower
霊,レイ リョウ,たま,spirits; soul
麗,レイ,うるわしい うららか,lovely; companion
暦,レキ,こよみ,calendar; almanac
劣,レツ,おとる,inferiority; be inferior to; be worse
烈,レツ,はげしい,ardent; violent; vehement; furious; severe; extreme
裂,レツ,さく さける,split; rend; tear
廉,レン,,bargain; reason; charge; suspicion; point; account; purity; honest; low price; cheap; rested; contented; peaceful
錬,レン,ねる,tempering; refine; drill; train; polish
呂,ロ リョ,せぼね,spine; backbone
炉,ロ,いろり,hearth; furnace; kiln; reactor
露,ロ ロウ,つゆ,dew; tears; expose; Russia
廊,ロウ,,corridor; hall; tower
朗,ロウ,ほがらか あきらか,melodious; clear; bright; serene; cheerful
楼,ロウ,たかどの,watchtower; lookout; high building
浪,ロウ,,wandering; waves; billows
漏,ロウ,もる もれる もらす,leak; escape; time
郎,ロウ リョウ,おとこ,son; counter for sons
禄,ロク,さいわい ふち,fief; allowance; pension; grant; happiness
賄,ワイ,まかなう,bribe; board; supply; finance
惑,ワク,まどう,beguile; delusion; perplexity
枠,,わく,frame; framework; spindle; spool; bounding-box; (kokuji)
亘,コウ カン,わたる もとめる,span; request
侑,ユウ ウ,すすめる たすける,urge to eat
洸,コウ,,sparkling water
洵,ジュン シュン,のぶ まことに,alike; truth
瑶,ヨウ,たま,beautiful as a jewel
皓,コウ,しろい ひかる,white; clear
眸,ボウ ム,ひとみ,pupil of the eye
籠,ロウ ル,かご こめる こもる こむ,basket; devote oneself; seclude oneself; cage; coop; implied
翔,ショウ,かける とぶ,soar; fly
肛,コウ,,anus
脩,シュウ,おさめる ながい ほじし,dried meat
茉,マツ バツ マ,,jasmine
莉,リ ライ レイ,,jasmine
赳,キュウ,,strong and brave
迪,テキ,みち みちびく すすむ いたる,edify; way; path
頌,ショウ ジュ ヨウ,かたち たたえる ほめる,eulogy
